school_year,semester,student_id,field_id,subfield_id,major_id,status
2021-2022,HK1,21280012,28,,,DANGHOC
2021-2022,HK1,21280013,28,,,DANGHOC
2021-2022,HK1,21280014,28,,,DANGHOC
2021-2022,HK1,21280015,28,,,DANGHOC
2021-2022,HK1,21280016,28,,,DANGHOC
2021-2022,HK1,21280017,28,,,DANGHOC
2021-2022,HK1,21280018,28,,,DANGHOC
2021-2022,HK1,21280019,28,,,DANGHOC
2021-2022,HK1,21280020,28,,,DANGHOC
2021-2022,HK1,21280021,28,,,DANGHOC
2021-2022,HK1,21280022,28,,,DANGHOC
2021-2022,HK1,21280023,28,,,DANGHOC
2021-2022,HK1,21280024,28,,,DANGHOC
2021-2022,HK1,21280025,28,,,DANGHOC
2021-2022,HK1,21280026,28,,,DANGHOC
2021-2022,HK1,21280027,28,,,DANGHOC
2021-2022,HK1,21280028,28,,,DANGHOC
2021-2022,HK1,21280029,28,,,DANGHOC
2021-2022,HK1,21280030,28,,,DANGHOC
2021-2022,HK1,21280031,28,,,DANGHOC
2021-2022,HK1,21280032,28,,,DANGHOC
2021-2022,HK1,21280033,28,,,DANGHOC
2021-2022,HK1,21280034,28,,,DANGHOC
2021-2022,HK1,21280035,28,,,DANGHOC
2021-2022,HK1,21280036,28,,,DANGHOC
2021-2022,HK1,21280037,28,,,DANGHOC
2021-2022,HK1,21280038,28,,,DANGHOC
2021-2022,HK1,21280039,28,,,DANGHOC
2021-2022,HK1,21280040,28,,,DANGHOC
2021-2022,HK1,21280041,28,,,DANGHOC
2021-2022,HK1,21280042,28,,,DANGHOC
2021-2022,HK1,21280043,28,,,DANGHOC
2021-2022,HK1,21280044,28,,,DANGHOC
2021-2022,HK1,21280045,28,,,DANGHOC
2021-2022,HK1,21280046,28,,,DANGHOC
2021-2022,HK1,21280047,28,,,DANGHOC
2021-2022,HK1,21280048,28,,,DANGHOC
2021-2022,HK1,21280049,28,,,DANGHOC
2021-2022,HK1,21280050,28,,,DANGHOC
2021-2022,HK1,21280051,28,,,DANGHOC
2021-2022,HK1,21280052,28,,,DANGHOC
2021-2022,HK1,21280053,28,,,DANGHOC
2021-2022,HK1,21280054,28,,,DANGHOC
2021-2022,HK1,21280055,28,,,DANGHOC
2021-2022,HK1,21280056,28,,,DANGHOC
2021-2022,HK1,21280057,28,,,DANGHOC
2021-2022,HK1,21280058,28,,,DANGHOC
2021-2022,HK1,21280059,28,,,DANGHOC
2021-2022,HK1,21280060,28,,,DANGHOC
2021-2022,HK1,21280061,28,,,DANGHOC
2021-2022,HK1,21280062,28,,,DANGHOC
2021-2022,HK1,21280063,28,,,DANGHOC
2021-2022,HK1,21280064,28,,,DANGHOC
2021-2022,HK1,21280065,28,,,DANGHOC
2021-2022,HK1,21280066,28,,,DANGHOC
2021-2022,HK1,21280067,28,,,DANGHOC
2021-2022,HK1,21280068,28,,,DANGHOC
2021-2022,HK1,21280069,28,,,DANGHOC
2021-2022,HK1,21280070,28,,,DANGHOC
2021-2022,HK1,21280071,28,,,DANGHOC
2021-2022,HK1,21280072,28,,,DANGHOC
2021-2022,HK1,21280073,28,,,DANGHOC
2021-2022,HK1,21280074,28,,,DANGHOC
2021-2022,HK1,21280075,28,,,DANGHOC
2021-2022,HK1,21280076,28,,,DANGHOC
2021-2022,HK1,21280077,28,,,DANGHOC
2021-2022,HK1,21280078,28,,,DANGHOC
2021-2022,HK1,21280079,28,,,DANGHOC
2021-2022,HK1,21280080,28,,,DANGHOC
2021-2022,HK1,21280081,28,,,DANGHOC
2021-2022,HK1,21280082,28,,,DANGHOC
2021-2022,HK1,21280083,28,,,DANGHOC
2021-2022,HK1,21280084,28,,,DANGHOC
2021-2022,HK1,21280085,28,,,DANGHOC
2021-2022,HK1,21280086,28,,,DANGHOC
2021-2022,HK1,21280087,28,,,DANGHOC
2021-2022,HK1,21280088,28,,,DANGHOC
2021-2022,HK1,21280089,28,,,DANGHOC
2021-2022,HK1,21280090,28,,,DANGHOC
2021-2022,HK1,21280091,28,,,DANGHOC
2021-2022,HK1,21280092,28,,,DANGHOC
2021-2022,HK1,21280093,28,,,DANGHOC
2021-2022,HK1,21280094,28,,,DANGHOC
2021-2022,HK2,21110001,11,,,DANGHOC
2021-2022,HK2,21110002,11,,,DANGHOC
2021-2022,HK2,21110003,11,,,DANGHOC
2021-2022,HK2,21110004,11,,,DANGHOC
2021-2022,HK2,21110005,11,,,DANGHOC
2021-2022,HK2,21110006,11,,,DANGHOC
2021-2022,HK2,21110007,11,,,DANGHOC
2021-2022,HK2,21110008,11,,,DANGHOC
2021-2022,HK2,21110009,11,,,DANGHOC
2021-2022,HK2,21110010,11,,,DANGHOC
2021-2022,HK2,21110011,11,,,DANGHOC
2021-2022,HK2,21110012,11,,,DANGHOC
2021-2022,HK2,21110013,11,,,DANGHOC
2021-2022,HK2,21110014,11,,,DANGHOC
2021-2022,HK2,21110015,11,,,DANGHOC
2021-2022,HK2,21110016,11,,,DANGHOC
2021-2022,HK2,21110017,11,,,DANGHOC
2021-2022,HK2,21110018,11,,,DANGHOC
2021-2022,HK2,21110019,11,,,DANGHOC
2021-2022,HK2,21110020,11,,,DANGHOC
2021-2022,HK2,21110021,11,,,DANGHOC
2021-2022,HK2,21110022,11,,,DANGHOC
2021-2022,HK2,21110023,11,,,DANGHOC
2021-2022,HK2,21110024,11,,,DANGHOC
2021-2022,HK2,21110025,11,,,DANGHOC
2021-2022,HK2,21110026,11,,,DANGHOC
2021-2022,HK2,21110027,11,,,DANGHOC
2021-2022,HK2,21110028,11,,,DANGHOC
2021-2022,HK2,21110029,11,,,DANGHOC
2021-2022,HK2,21110030,11,,,DANGHOC
2021-2022,HK2,21110031,11,,,DANGHOC
2021-2022,HK2,21110032,11,,,DANGHOC
2021-2022,HK2,21110033,11,,,DANGHOC
2021-2022,HK2,21110034,11,,,DANGHOC
2021-2022,HK2,21110035,11,,,DANGHOC
2021-2022,HK2,21110036,11,,,DANGHOC
2021-2022,HK2,21110037,11,,,DANGHOC
2021-2022,HK2,21110038,11,,,DANGHOC
2021-2022,HK2,21110039,11,,,DANGHOC
2021-2022,HK2,21110040,11,,,DANGHOC
2021-2022,HK2,21110041,11,,,DANGHOC
2021-2022,HK2,21110042,11,,,DANGHOC
2021-2022,HK2,21110043,11,,,DANGHOC
2021-2022,HK2,21110044,11,,,DANGHOC
2021-2022,HK2,21110045,11,,,DANGHOC
2021-2022,HK2,21110046,11,,,DANGHOC
2021-2022,HK2,21110047,11,,,DANGHOC
2021-2022,HK2,21110048,11,,,DANGHOC
2021-2022,HK2,21110049,11,,,DANGHOC
2021-2022,HK2,21110050,11,,,DANGHOC
2021-2022,HK2,21110051,11,,,DANGHOC
2021-2022,HK2,21110052,11,,,DANGHOC
2021-2022,HK2,21110053,11,,,DANGHOC
2021-2022,HK2,21110054,11,,,DANGHOC
2021-2022,HK2,21110055,11,,,DANGHOC
2021-2022,HK2,21110056,11,,,DANGHOC
2021-2022,HK2,21110057,11,,,DANGHOC
2021-2022,HK2,21110058,11,,,DANGHOC
2021-2022,HK2,21110059,11,,,DANGHOC
2021-2022,HK2,21110060,11,,,DANGHOC
2021-2022,HK2,21110061,11,,,DANGHOC
2021-2022,HK2,21110062,11,,,DANGHOC
2021-2022,HK2,21110063,11,,,DANGHOC
2021-2022,HK2,21110064,11,,,DANGHOC
2021-2022,HK2,21110065,11,,,DANGHOC
2021-2022,HK2,21110066,11,,,DANGHOC
2021-2022,HK2,21110067,11,,,DANGHOC
2021-2022,HK2,21110068,11,,,DANGHOC
2021-2022,HK2,21110069,11,,,DANGHOC
2021-2022,HK2,21110070,11,,,DANGHOC
2021-2022,HK2,21110071,11,,,DANGHOC
2021-2022,HK2,21110072,11,,,DANGHOC
2021-2022,HK2,21110073,11,,,DANGHOC
2021-2022,HK2,21110074,11,,,DANGHOC
2021-2022,HK2,21110075,11,,,DANGHOC
2021-2022,HK2,21110076,11,,,DANGHOC
2021-2022,HK2,21110077,11,,,DANGHOC
2021-2022,HK2,21110078,11,,,DANGHOC
2021-2022,HK2,21110079,11,,,DANGHOC
2021-2022,HK2,21110080,11,,,DANGHOC
2021-2022,HK2,21110081,11,,,DANGHOC
2021-2022,HK2,21110082,11,,,DANGHOC
2021-2022,HK2,21110083,11,,,DANGHOC
2021-2022,HK2,21110084,11,,,DANGHOC
2021-2022,HK2,21110085,11,,,DANGHOC
2021-2022,HK2,21110086,11,,,DANGHOC
2021-2022,HK2,21110087,11,,,DANGHOC
2021-2022,HK2,21110088,11,,,DANGHOC
2021-2022,HK2,21110089,11,,,DANGHOC
2021-2022,HK2,21110090,11,,,DANGHOC
2021-2022,HK2,21110091,11,,,DANGHOC
2021-2022,HK2,21110092,11,,,DANGHOC
2021-2022,HK2,21110093,11,,,DANGHOC
2021-2022,HK2,21110094,11,,,DANGHOC
2021-2022,HK2,21110095,11,,,DANGHOC
2021-2022,HK2,21110096,11,,,DANGHOC
2021-2022,HK2,21110097,11,,,DANGHOC
2021-2022,HK2,21110098,11,,,DANGHOC
2021-2022,HK2,21110099,11,,,DANGHOC
2021-2022,HK2,21110100,11,,,DANGHOC
2021-2022,HK2,21110101,11,,,DANGHOC
2021-2022,HK2,21110102,11,,,DANGHOC
2021-2022,HK2,21110103,11,,,DANGHOC
2021-2022,HK2,21110104,11,,,DANGHOC
2021-2022,HK2,21110105,11,,,DANGHOC
2021-2022,HK2,21110106,11,,,DANGHOC
2021-2022,HK2,21110107,11,,,DANGHOC
2021-2022,HK2,21110108,11,,,DANGHOC
2021-2022,HK2,21110109,11,,,DANGHOC
2021-2022,HK2,21110110,11,,,DANGHOC
2021-2022,HK2,21110111,11,,,DANGHOC
2021-2022,HK2,21110112,11,,,DANGHOC
2021-2022,HK2,21110113,11,,,DANGHOC
2021-2022,HK2,21110114,11,,,DANGHOC
2021-2022,HK2,21110115,11,,,DANGHOC
2021-2022,HK2,21110116,11,,,DANGHOC
2021-2022,HK2,21110117,11,,,DANGHOC
2021-2022,HK2,21110118,11,,,DANGHOC
2021-2022,HK2,21110119,11,,,DANGHOC
2021-2022,HK2,21110120,11,,,DANGHOC
2021-2022,HK2,21110121,11,,,DANGHOC
2021-2022,HK2,21110122,11,,,DANGHOC
2021-2022,HK2,21110123,11,,,DANGHOC
2021-2022,HK2,21110124,11,,,DANGHOC
2021-2022,HK2,21110125,11,,,DANGHOC
2021-2022,HK2,21110126,11,,,DANGHOC
2021-2022,HK2,21110127,11,,,DANGHOC
2021-2022,HK2,21110128,11,,,DANGHOC
2021-2022,HK2,21110129,11,,,DANGHOC
2021-2022,HK2,21110130,11,,,DANGHOC
2021-2022,HK2,21110131,11,,,DANGHOC
2021-2022,HK2,21110132,11,,,DANGHOC
2021-2022,HK2,21110133,11,,,DANGHOC
2021-2022,HK2,21110134,11,,,DANGHOC
2021-2022,HK2,21110135,11,,,DANGHOC
2021-2022,HK2,21110136,11,,,DANGHOC
2021-2022,HK2,21110137,11,,,DANGHOC
2021-2022,HK2,21110138,11,,,DANGHOC
2021-2022,HK2,21110139,11,,,DANGHOC
2021-2022,HK2,21110140,11,,,DANGHOC
2021-2022,HK2,21110141,11,,,DANGHOC
2021-2022,HK2,21110142,11,,,DANGHOC
2021-2022,HK2,21110143,11,,,DANGHOC
2021-2022,HK2,21110144,11,,,DANGHOC
2021-2022,HK2,21110145,11,,,DANGHOC
2021-2022,HK2,21110146,11,,,DANGHOC
2021-2022,HK2,21110147,11,,,DANGHOC
2021-2022,HK2,21110148,11,,,DANGHOC
2021-2022,HK2,21110149,11,,,DANGHOC
2021-2022,HK2,21110150,11,,,DANGHOC
2021-2022,HK2,21110151,11,,,DANGHOC
2021-2022,HK2,21110152,11,,,DANGHOC
2021-2022,HK2,21110153,11,,,DANGHOC
2021-2022,HK2,21110154,11,,,DANGHOC
2021-2022,HK2,21110155,11,,,DANGHOC
2021-2022,HK2,21110156,11,,,DANGHOC
2021-2022,HK2,21110157,11,,,DANGHOC
2021-2022,HK2,21110158,11,,,DANGHOC
2021-2022,HK2,21110159,11,,,DANGHOC
2021-2022,HK2,21110160,11,,,DANGHOC
2021-2022,HK2,21110161,11,,,DANGHOC
2021-2022,HK2,21110162,11,,,DANGHOC
2021-2022,HK2,21110163,11,,,DANGHOC
2021-2022,HK2,21110164,11,,,DANGHOC
2021-2022,HK2,21110165,11,,,DANGHOC
2021-2022,HK2,21110166,11,,,DANGHOC
2021-2022,HK2,21110167,11,,,DANGHOC
2021-2022,HK2,21110168,11,,,DANGHOC
2021-2022,HK2,21110169,11,,,DANGHOC
2021-2022,HK2,21110170,11,,,DANGHOC
2021-2022,HK2,21110171,11,,,DANGHOC
2021-2022,HK2,21110172,11,,,DANGHOC
2021-2022,HK2,21110173,11,,,DANGHOC
2021-2022,HK2,21110174,11,,,DANGHOC
2021-2022,HK2,21110175,11,,,DANGHOC
2021-2022,HK2,21110176,11,,,DANGHOC
2021-2022,HK2,21110177,11,,,DANGHOC
2021-2022,HK2,21110178,11,,,DANGHOC
2021-2022,HK2,21110179,11,,,DANGHOC
2021-2022,HK2,21110180,11,,,DANGHOC
2021-2022,HK2,21110181,11,,,DANGHOC
2021-2022,HK2,21110182,11,,,DANGHOC
2021-2022,HK2,21110183,11,,,DANGHOC
2021-2022,HK2,21110184,11,,,DANGHOC
2021-2022,HK2,21110185,11,,,DANGHOC
2021-2022,HK2,21110186,11,,,DANGHOC
2021-2022,HK2,21110187,11,,,DANGHOC
2021-2022,HK2,21110188,11,,,DANGHOC
2021-2022,HK2,21110189,11,,,DANGHOC
2021-2022,HK2,21110190,11,,,DANGHOC
2021-2022,HK2,21110191,11,,,DANGHOC
2021-2022,HK2,21110192,11,,,DANGHOC
2021-2022,HK2,21110193,11,,,DANGHOC
2021-2022,HK2,21110194,11,,,DANGHOC
2021-2022,HK2,21110195,11,,,DANGHOC
2021-2022,HK2,21110196,11,,,DANGHOC
2021-2022,HK2,21110197,11,,,DANGHOC
2021-2022,HK2,21110198,11,,,DANGHOC
2021-2022,HK2,21110199,11,,,DANGHOC
2021-2022,HK2,21110200,11,,,DANGHOC
2021-2022,HK2,21110201,11,,,DANGHOC
2021-2022,HK2,21110202,11,,,DANGHOC
2021-2022,HK2,21110203,11,,,DANGHOC
2021-2022,HK2,21110204,11,,,DANGHOC
2021-2022,HK2,21110205,11,,,DANGHOC
2021-2022,HK2,21110206,11,,,DANGHOC
2021-2022,HK2,21110207,11,,,DANGHOC
2021-2022,HK2,21110208,11,,,DANGHOC
2021-2022,HK2,21110209,11,,,DANGHOC
2021-2022,HK2,21110210,11,,,DANGHOC
2021-2022,HK2,21280005,28,,,DANGHOC
2021-2022,HK2,21280006,28,,,DANGHOC
2021-2022,HK2,21280007,28,,,DANGHOC
2021-2022,HK2,21280008,28,,,DANGHOC
2021-2022,HK2,21280009,28,,,DANGHOC
2021-2022,HK2,21280010,28,,,DANGHOC
2021-2022,HK2,21280011,28,,,DANGHOC
2021-2022,HK2,21280012,28,,,DANGHOC
2021-2022,HK2,21280013,28,,,DANGHOC
2021-2022,HK2,21280014,28,,,DANGHOC
2021-2022,HK2,21280015,28,,,DANGHOC
2021-2022,HK2,21280016,28,,,DANGHOC
2021-2022,HK2,21280017,28,,,DANGHOC
2021-2022,HK2,21280018,28,,,DANGHOC
2021-2022,HK2,21280019,28,,,DANGHOC
2021-2022,HK2,21280020,28,,,DANGHOC
2021-2022,HK2,21280021,28,,,DANGHOC
2021-2022,HK2,21280022,28,,,DANGHOC
2021-2022,HK2,21280023,28,,,DANGHOC
2021-2022,HK2,21280024,28,,,DANGHOC
2021-2022,HK2,21280025,28,,,DANGHOC
2021-2022,HK2,21280026,28,,,DANGHOC
2021-2022,HK2,21280027,28,,,DANGHOC
2021-2022,HK2,21280028,28,,,DANGHOC
2021-2022,HK2,21280029,28,,,DANGHOC
2021-2022,HK2,21280030,28,,,DANGHOC
2021-2022,HK2,21280031,28,,,DANGHOC
2021-2022,HK2,21280032,28,,,DANGHOC
2021-2022,HK2,21280033,28,,,DANGHOC
2021-2022,HK2,21280034,28,,,DANGHOC
2021-2022,HK2,21280035,28,,,DANGHOC
2021-2022,HK2,21280036,28,,,DANGHOC
2021-2022,HK2,21280037,28,,,DANGHOC
2021-2022,HK2,21280038,28,,,DANGHOC
2021-2022,HK2,21280039,28,,,DANGHOC
2021-2022,HK2,21280040,28,,,DANGHOC
2021-2022,HK2,21280041,28,,,DANGHOC
2021-2022,HK2,21280042,28,,,DANGHOC
2021-2022,HK2,21280043,28,,,DANGHOC
2021-2022,HK2,21280044,28,,,DANGHOC
2021-2022,HK2,21280045,28,,,DANGHOC
2021-2022,HK2,21280046,28,,,DANGHOC
2021-2022,HK2,21280047,28,,,DANGHOC
2021-2022,HK2,21280048,28,,,DANGHOC
2021-2022,HK2,21280049,28,,,DANGHOC
2021-2022,HK2,21280050,28,,,DANGHOC
2021-2022,HK2,21280051,28,,,DANGHOC
